,ch,x,y,z,sub
45,ECOG_45,66.41616445051994,-12.207255382276081,13.160479707568786,de
46,ECOG_46,64.30596390016973,-1.7537907525999838,13.09080411100948,de
47,ECOG_47,59.35764835967283,7.861943822801871,13.350297203021162,de
48,ECOG_48,58.08266287067657,-63.878681961301986,0.34284909287686427,de
49,ECOG_49,62.71309991798658,-53.58861519290803,1.4286737916088679,de
50,ECOG_50,66.30316856529535,-42.88584241869536,1.833968374649097,de
51,ECOG_51,67.30931939127159,-32.244343842463486,2.6725755684235715,de
52,ECOG_52,67.30712381127927,-22.142311020625296,2.850117476821791,de
53,ECOG_53,65.72474221483441,-11.790970054250536,3.502629564819552,de
54,ECOG_54,63.55149313612186,-1.451947130512587,3.123250110004764,de
55,ECOG_55,59.42124531746811,8.899393835862172,3.7757621980025253,de
56,ECOG_56,57.917073878623114,-63.07011536011799,-10.789293021857754,de
57,ECOG_57,62.22831842957256,-52.78004859172403,-9.600056447056037,de
58,ECOG_58,66.69387359140329,-42.38785816002874,-9.201787336293014,de
59,ECOG_59,67.9313694768422,-31.787209049117394,-7.966925805115018,de
60,ECOG_60,68.32127541315407,-21.52988505602053,-7.749662665347875,de
61,ECOG_61,66.50140930574092,-11.591250095464481,-6.289664061306955,de
62,ECOG_62,62.39282120741538,-1.0356618024870439,-7.156942893005851,de
63,ECOG_63,58.616070037959204,9.086795752011414,-7.120685724234587,de
0,ECOG_0,-28.910254130717252,52.35505875493772,35.37431485617234,fp
1,ECOG_1,-35.22213258549377,43.63465716955322,38.49168684962332,fp
2,ECOG_2,-39.396384752124575,27.279560048331255,48.01916717910254,fp
3,ECOG_3,-41.586093888183285,18.26148270901796,52.19023123087163,fp
4,ECOG_4,-40.567350572204894,9.628640045368838,55.79053971331099,fp
5,ECOG_5,-37.522712658198145,0.6105627060555565,59.9616037650801,fp
6,ECOG_6,-37.17164884076031,-8.880308230657223,64.22048689719054,fp
7,ECOG_7,-41.193067899397406,49.48317528196089,24.925350259110886,fp
8,ECOG_8,-45.62087092030183,40.937891540047104,29.008595230538617,fp
9,ECOG_9,-47.18829611169485,33.51331283640305,33.88207501926036,fp
10,ECOG_10,-49.08020109756427,25.528381613624127,38.360437399335105,fp
11,ECOG_11,-49.514594582713265,16.983097871710353,42.443682370762836,fp
12,ECOG_12,-50.54112168684088,6.931874415862715,46.30744809422628,fp
13,ECOG_13,-51.71800922195439,-2.173761845185922,49.99557565700701,fp
14,ECOG_14,-49.704347519320635,-12.22498530103356,53.859341380470454,fp
15,ECOG_15,-47.241002924473094,46.78640965245476,15.442258640026171,fp
16,ECOG_16,-47.924772608596875,31.20178188256107,23.828227830845925,fp
17,ECOG_17,-53.14377873098549,23.30440958151752,28.789526699909036,fp
18,ECOG_18,-58.031775722421976,13.725979723069372,32.565473343031115,fp
19,ECOG_19,-58.34506321743038,5.093137059420243,36.1657818254705,fp
20,ECOG_20,-58.52450707090746,-4.310174955557185,40.9076014465693,fp
21,ECOG_21,-55.68055391239053,-13.41581121660582,44.59572900935003,fp
22,ECOG_22,-48.90292777105714,44.6499965420835,6.354284429588475,fp
23,ECOG_23,-53.07000022948351,37.050299994968725,10.261891240333485,fp
24,ECOG_24,-54.39515934275864,29.065368772189803,14.740253620408224,fp
25,ECOG_25,-57.63864889414276,20.992878627675537,18.7356795114946,fp
26,ECOG_26,-59.74674158436179,12.062360210097614,23.389680052252064,fp
27,ECOG_27,-60.120174232378204,2.483930351649473,27.16562669537415,fp
28,ECOG_28,-60.997468545882,-6.534146987663805,31.336690747143237,fp
29,ECOG_29,-61.17059024444962,-16.672929365246798,34.71751998161832,fp
30,ECOG_30,-46.32712319416406,42.548582420434954,-5.734876192430771,fp
31,ECOG_31,-54.227503084200144,33.4079471706636,0.9544377819315001,fp
32,ECOG_32,-55.9685550222942,25.335457026149328,4.949863673017872,fp
33,ECOG_33,-58.92550261991778,17.262966881635048,8.94528956410424,fp
34,ECOG_34,-60.371793299105185,9.27803565885613,13.423651944178983,fp
35,ECOG_35,-60.080030803418424,-0.300394199592006,17.19959858730107,fp
36,ECOG_36,-63.87240904901639,-9.230912617169928,21.853599128058537,fp
37,ECOG_37,-63.93434997488769,-18.89690139735342,25.146609282192244,fp
38,ECOG_38,-26.095991268567204,36.0694680117328,-15.351656976056372,fp
39,ECOG_39,-48.704217610636505,27.699302113289743,-9.82167065051814,fp
40,ECOG_40,-51.42826695771563,19.71437089051083,-4.9167975675791356,fp
41,ECOG_41,-53.66568350885026,12.027115421660698,-1.165968167559962,fp
42,ECOG_42,-59.20998066734801,4.427418874545931,2.843027179494608,fp
43,ECOG_43,-63.55561515388751,-3.942747023897135,7.892145128899084,fp
44,ECOG_44,-65.51175214275969,-12.960824363210413,12.063209180668178,fp
45,ECOG_45,-65.80861114728755,-22.066460624259047,15.751336743448904,fp
46,ECOG_46,-33.18052592358575,29.888029356959457,-26.12248144260181,fp
47,ECOG_47,-54.809210168867274,22.078215977651244,-20.159747479021608,fp
48,ECOG_48,-53.167258302776425,13.235256481808678,-14.533578351204742,fp
49,ECOG_49,-56.46344094307172,5.548001012958552,-10.782748951185566,fp
50,ECOG_50,-59.50577109160011,-0.8084325854284206,-7.8493983983228945,fp
51,ECOG_51,-62.49240186816624,-8.320570210807835,-3.0407081176625246,fp
52,ECOG_52,-66.53571352387888,-17.25108862838576,1.8777018246308121,fp
53,ECOG_53,-68.0021993791066,-26.356724889434393,5.565829387411535,fp
54,ECOG_54,-42.83672956890948,21.832977256877992,-30.497974251948868,fp
55,ECOG_55,-49.646977934562194,15.5991015689491,-29.776528262647222,fp
56,ECOG_56,-55.59175472689549,7.614170346170185,-24.871655179708217,fp
57,ECOG_57,-59.30380668949796,0.39970847471955956,-21.217008581967683,fp
58,ECOG_58,-63.67272682442031,-7.0248702289245,-15.879387860986707,fp
59,ECOG_59,-66.13911955113582,-14.414449943845835,-13.282602143887361,fp
60,ECOG_60,-67.52895789266663,-22.10170541269596,-9.53177274386819,fp
61,ECOG_61,-68.87532530104022,-31.032223830273885,-4.434534056371915,fp
0,ECOG_0,-18.76161318727219,68.07344501853764,7.406441711365326,gc
1,ECOG_1,-26.3697594308338,63.483901744946515,16.702963254674433,gc
2,ECOG_2,-29.857774428544136,58.98303752866476,22.2412202714348,gc
3,ECOG_3,-34.4074989447352,51.74149782011262,29.45387402399429,gc
4,ECOG_4,-36.62867075611961,43.929176604008845,35.31518666727023,gc
5,ECOG_5,-39.51868522393527,36.043966971414484,39.977395093716375,gc
6,ECOG_6,-41.93365760248229,25.298347633570593,46.39796135155489,gc
7,ECOG_7,-41.338699511419634,16.107281071597566,51.17516079644008,gc
8,ECOG_8,-26.387125779299122,63.32613967422264,2.131551170506569,gc
9,ECOG_9,-33.245755589648724,59.32373858559777,8.434170527433778,gc
10,ECOG_10,-36.42252001432596,56.63896839525947,16.753509217290294,gc
11,ECOG_11,-39.16655074967778,52.22341560971254,21.871536827149786,gc
12,ECOG_12,-42.604467774439165,45.17619205665917,28.56522296954034,gc
13,ECOG_13,-44.92906510091668,36.85401635386026,33.855600232746575,gc
14,ECOG_14,-45.56183577181277,26.204616785366056,40.99411536690959,gc
15,ECOG_15,-46.868953010502445,15.53212669319414,45.92827051607435,gc
16,ECOG_16,-31.537648719198536,59.63709995016018,-3.263106007201497,gc
17,ECOG_17,-41.08546719812468,55.02336870326271,3.362869650358545,gc
18,ECOG_18,-46.408038776240375,49.2755647894455,9.192160770981548,gc
19,ECOG_19,-48.97305804259003,41.74697938609311,16.73525390670978,gc
20,ECOG_20,-48.19304886141341,31.14663196480866,20.719577982604697,gc
21,ECOG_21,-51.576919065584605,26.606988906547013,27.963469731317296,gc
22,ECOG_22,-52.19569764225695,16.002635613024665,34.430891532271005,gc
23,ECOG_23,-51.297443287763755,3.800250895710192,39.18169852969125,gc
24,ECOG_24,-33.975765680403,48.269492654831204,-8.752773291097547,gc
25,ECOG_25,-44.74955747507833,49.41273321097917,-1.1106083991401587,gc
26,ECOG_26,-50.361583356703036,41.992077469492614,5.06085402945759,gc
27,ECOG_27,-52.897681299981926,36.842209650835684,7.917292123715943,gc
28,ECOG_28,-54.079522071698676,27.133445033580966,12.89040265516347,gc
29,ECOG_29,-56.741016619155694,20.08356766464297,20.122783576982208,gc
30,ECOG_30,-57.61074379031664,10.721787804411466,25.751409908562533,gc
31,ECOG_31,-57.36833995441505,2.458313382153599,31.47760472757556,gc
32,ECOG_32,-54.17508274193015,-70.08725053184983,18.394523547190566,gc
33,ECOG_33,-58.40791002440491,-60.718103085523126,14.591457907363882,gc
34,ECOG_34,-64.04851359839382,-50.51610388763833,10.204626438417352,gc
35,ECOG_35,-67.29269967264995,-40.240400341152785,6.2231723955779525,gc
36,ECOG_36,-68.9184092429287,-29.692345899436184,0.7885240354217963,gc
37,ECOG_37,-67.6152356287949,-20.082083107385788,-4.273343736894973,gc
38,ECOG_38,-65.05369060019639,-9.978356374302034,-9.669948412437304,gc
39,ECOG_39,-61.48743790265542,-0.23858556794323654,-14.834824822612566,gc
40,ECOG_40,-53.072191082456854,-66.28412091931143,28.982937246057734,gc
41,ECOG_41,-58.042641906853184,-56.42817696525847,25.64392266832083,gc
42,ECOG_42,-63.423997032537855,-46.51642934549788,21.874046606903544,gc
43,ECOG_43,-63.95874115010564,-36.02417856948891,16.870259730427765,gc
44,ECOG_44,-65.00225248509693,-26.210703414529345,12.559880434200966,gc
45,ECOG_45,-64.32869116955538,-16.180681030046358,7.2271683043377895,gc
46,ECOG_46,-62.128508218966594,-6.742395051397754,1.5910149786604626,gc
47,ECOG_47,-57.21205736772879,3.071080103561814,-2.9783513954297938,gc
48,ECOG_48,-52.45271859863836,-62.06789914764756,39.63002458090755,gc
49,ECOG_49,-57.35625710750365,-52.2119551935946,36.29101000317064,gc
50,ECOG_50,-61.71347002525979,-41.83797918230803,32.85005919514075,gc
51,ECOG_51,-65.49517550039931,-31.734252449224268,27.922724491384713,gc
52,ECOG_52,-64.43300065964618,-22.068185991466233,22.801590342943644,gc
53,ECOG_53,-64.76950318516288,-12.524960114709485,17.004827150990693,gc
54,ECOG_54,-61.47755717306661,-2.5261732797338787,12.238102313510273,gc
55,ECOG_55,-60.88255353602285,6.800505367499458,7.463671955193703,gc
56,ECOG_56,-48.44760778049931,-57.536857681659235,49.79528231693049,gc
57,ECOG_57,-54.312215078552505,-47.76795294282129,47.45311651525672,gc
58,ECOG_58,-58.383479120224365,-37.66422620973753,42.52578181150067,gc
59,ECOG_59,-61.65147701821505,-27.51803067756039,38.56981182623452,gc
60,ECOG_60,-62.69305248561953,-18.338760727528598,32.98462661570368,gc
61,ECOG_61,-62.55236121600301,-9.288998791805202,27.42492546274608,gc
62,ECOG_62,-59.326450217076314,0.2229915354441667,22.194149563175895,gc
63,ECOG_63,-61.32992803418924,10.253013919927154,16.861437433312716,gc
0,ECOG_0,42.91552694623853,27.693131482215716,-27.972952399514103,gf
1,ECOG_1,48.484848484848484,21.798616934768955,-23.498755309793136,gf
2,ECOG_2,54.54545454545455,13.222864509518345,-19.200898611562465,gf
3,ECOG_3,61.21921744156302,3.881747996668375,-15.591000772674866,gf
4,ECOG_4,63.63636363636364,-4.694004428582238,-11.293144074444191,gf
5,ECOG_5,67.09636193969446,-13.07718404632996,-7.939055469482993,gf
6,ECOG_6,67.96451517668275,-22.514586962931375,-3.85727358396066,gf
7,ECOG_7,67.34375718640739,-31.7594170720299,-0.7192597917077999,gf
8,ECOG_8,47.16045388572864,30.41019470586478,-16.874975950288757,gf
9,ECOG_9,50.34717583419538,24.70825296592091,-13.344546953837268,gf
10,ECOG_10,56.075092352967594,16.13250054067029,-9.046690255606595,gf
11,ECOG_11,59.40296081488875,7.653034519171122,-5.220717604010655,gf
12,ECOG_12,63.41987455978684,-0.7301450985765958,-1.8666289990494547,gf
13,ECOG_13,65.05774010536908,-9.736722769502611,2.1211737456246973,gf
14,ECOG_14,66.9804390371479,-19.077839282352578,5.4171674246090245,gf
15,ECOG_15,65.91582954022638,-27.98813054952715,8.811803952873248,gf
16,ECOG_16,54.00208575498297,36.670146298668485,-5.3845842968647855,gf
17,ECOG_17,56.09970960215211,28.5758258921751,-3.4461478318077923,gf
18,ECOG_18,58.7720422183247,19.903787063173038,1.208497877139564,gf
19,ECOG_19,59.91572170495235,10.562670550323071,4.5044915561238925,gf
